"","X1_1","Question","Answer","Speaker"
"1249",1996,"

هل يجوز تبديل نافلة العشاء بركعة من قيام بدلاً من الركعتين من جلوس؟","لا يجوز علي الاحوط.","السيستاني"
"1250",1997,"

بعض الصلوات المستحبة ولا سيما صلاة ليالي رجب وشعبان ورمضان صفة الصلاة يقول مثلاً . صلاة عشرين ركعة يسلم بين كل ركعتين، سؤالي علي نية الصلاة هل انوي العشرين ركعة معاً قربة الي الله تعالي واسلم بين كل ركعتين ام انوي كل ركعتين علي انفصال؟","تنوين علي النحو الاول.","السيستاني"
"1251",1998,"

هل يجوز للصائم وضع قطرة الانف ؟","يجوز اذا وثقت بأنه لا ينزل الجوف.","السيستاني"
"1252",1999,"

إضطررت في شهر رمضان الذهاب إلى الطبيب وقد وضع في أنفي دواء وبعد فترة أحسست بطعم الدواء في البلعوم ، فهل يجب عليّ قضاء صوم هذا اليوم ؟","لايجب وان تعدي شيء من ذلك الي الحلق من غير قصد ولاعلم بانه يتعدي قهراً.","السيستاني"
"1253",2000,"

ما هو حكم صلاة وصيام المريض الداخل في غيبوبة؟","اذا كان مغمي عليه في تمام وقت الصلاة لم يجب عليه قضاؤها الا اذا كان الاغماء بفعله فانه يلزمه القضاء عندئذٍ علي الاحوط وكذلك لايجب قضاء ما يفوت من الصيام بسبب الاغماء.","السيستاني"
"1254",2002,"

اذا صام المكلف باعتقاد عدم تضرره به صحياً ثم اتضح له بعد اكمال الصيام انه كان علي خطا وانه تضرر من جرائه فهل يجتزئ بصيامه ؟","لا يجتزئ به علي الاحوط لزوماً ، فلا يترك الاحتياط بالقضاء .","السيستاني"
"1255",2007,"

اذا سافر المريض في شهر رمضان فهل تسقط عنه الفدية اذا استمر به المرض الى شهر رمضان ثانٍ فلم يتمكن من القضاء ؟","لا تسقط .","السيستاني"
"1256",NA,NA,NA,NA
"1257",NA,NA,NA,NA
"1258",2019,"

زوجتي مرضع لطفل عمره شهرين وهي صائمة فهل يجب عليها الافطار؟","اذا خافت الضررعلى جنينها أو على نفسهما جازالافطار وتفدي عن كل يوم 750 غراما حنطة اوخبز وتقضيه بعد ذلك والاحوط الاقتصارعلى ما اذا انحصر الارضاع بها .","السيستاني"
"1259",2024,"

هل يجوز أن أنذر الصوم وأنا مسافر (فأقول لله عليّ أن أصوم غداً) ولست ناوياً للإقامة؟ وهل يجوز لو كان في الطريق؟","يجوز ذلك.","السيستاني"
"1260",2025,"

هل يجوز أن أنذر الصوم في السفر وعليّ يوم قضاء من شهر رمضان؟","فيه اشكال الا فيما كان المنذور صوم غير معين او معين يمكن اتيان القضاء قبله وقد أتي به فعلاً.","السيستاني"
"1261",2026,"

المسافر الذي تكليفه القصر لو نذر الصوم في اخر يوم من شعبان فتبين له اثناء النهار او بعده بأن ذلك اليوم من شهر رمضان فما حكمه؟","يفطر.","السيستاني"
"1262",NA,NA,NA,NA
"1263",2029,"

شخص يقلد السيد الخوئي (رحمه الله) وقد نذر أن يصوم شهري رجب وشعبان غير معينين من سنة معينة فصام اليوم الأول من رجب ولكن لم يكن متأكداً من ثبوت الشهر ولكنه صام اليوم الأول بنية رجب ثم تبين أنه من رجب فهل يحسب من رجب وهل يؤثر على باقي الشهر وعلى النذر وقد صام الأيام الأخرى بنية النذر فهل يؤثر على النية باعتباره لم يكن متأكداً من ثبوت اليوم الأول على أن الشهر لا يحسب له علماً بأنه يشك بصحة الصوم لعدم ثبوت اليوم الأول لكنه نوى الأيام الأخرى أنها من النذر ؟ وما الحكم لو لم يكن متيقناً من ثبوت الشهر بل ظاناً ؟","صومه صحيح ولا شيء عليه .","السيستاني"
"1264",2030,"

من نذر صوماً وشرع فيه ثم أخل بنيته (نوى قطعه) ولكنه ندم وعاد الى نيته ولم يتناول المفطر فماذا يلزمه؟","اذا كان النذر معيناً بطل الصوم على الاحوط والا فلا يقدح فيه اذا رجع الى نيته قبل الزوال .","السيستاني"
"1265",2032,"

شخص نذر ان يصوم اثناء سفره صوماً مندوباً هل يصح منه ذلك الصوم؟","يصح.","السيستاني"
"1266",2033,"

أنا مسافر في شهر رمضان هل يجوز لي أن أصوم صوم النذر في السفر ؟","لايجوز.","السيستاني"
"1267",2034,"

ما حكم الصيام في يوم عاشوراء؟","لا يحرم صومه و لكن الافضل الإمساك فيه حزناً إلى ما بعد صلاة العصر و الافطار آنذاك بشربة من الماء.","السيستاني"
"1268",2037,"

ما حكم من افطر بعد الزوال بالنسبة لقضاء شهر رمضان اذا كان القضاء عن غيره باجرة او تطوعاً؟ هل تجب عليه الكفارة؟ ثم ما هو حكمه اذا نسي القضاء وافطر متصوراً انه صائم استحباباً؟","يجوز الافطار في قضاء اشهر رمضان عن الغير حتي بعد الزوال ولا كفارة في ذلك.","السيستاني"
"1269",2039,"

ما حكم الصلاة والصيام الفائتة علي المكلف سواء ذكر او انثي في سنوات البلوغ اي بعد البلوغ وفي سنوات الجهل بالاحكام بان كان عليه القضاء فكيف يقضي ما لم يعلم عدد ما فاته من صيام وصلاة وهل هناك كفارة وفدية للصيام؟","يجوز له الاقتصار في القضاء علي ما يتيقن فواته، وتثبت عليه كفارة الافطار وكافرة التاخير في القضاء الا اذا كان يعتقد آنذاك ـ اعتقاداً جازماً ـ بعدم وجوب الصيام عليه.","السيستاني"
"1270",2040,"

هل بالإمكان أن أقضي الصوم الواجب والمستحب في نفس الوقت ؟","لا يجوز ذلك بل لابد من قضاء الصوم الواجب فقط .","السيستاني"
"1271",2041,"

هل يجوز الصوم المستحب في بعض الايام اذا كان الشخص مطلوب قضاء لشهر رمضان لعدد من الايام وله متسع من الوقت ليقضي ما بذمته قبل حلول رمضان التالي؟","لايجوز ولكن اذا قصد القضاء وصامه في تلك الايام لنيل ثوابها ناله ايضاً ان شاء الله تعالي.","السيستاني"
"1272",2042,"

هل يجوز أن أنذر الصوم في السفر وعليّ يوم قضاء من شهر رمضان؟","فيه اشكال الا فيما كان المنذور صوم غير معين او معين يمكن اتيان القضاء قبله وقد أتي به فعلاً.","السيستاني"
"1273",2043,"

لو أردت أن أصوم ثلاثة أيام عند النبي (صلي الله عليه وآله) لقضاء الحاجة وفي ذمتي قضاء من شهر رمضان، فهل يصح ذلك؟","فيه اشكال.","السيستاني"
